age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
38,State-gov,96057,Bachelors,13,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,47,United-States,<=50K
68,Self-emp-not-inc,817013,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Male,3325,0,53,United-States,>50K
52,?,715354,Some-college,10,Never-married,Exec-managerial,Husband,White,Female,99999,0,45,United-States,>50K
62,Self-emp-inc,594629,Some-college,10,Separated,Craft-repair,Husband,Black,Female,0,0,41,United-States,>50K
21,Local-gov,673582,7th-8th,4,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
20,Private,935590,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,45,United-States,<=50K
46,Self-emp-not-inc,1242331,HS-grad,9,Married-civ-spouse,?,Husband,White,Female,0,0,49,United-States,<=50K
43,Private,596581,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,41,United-States,>50K
55,Private,38041,7th-8th,4,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,27,United-States,<=50K
17,Private,842177,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,25,United-States,<=50K
47,?,1417780,HS-grad,9,Never-married,Transport-moving,Husband,White,Female,0,0,45,United-States,<=50K
51,?,600179,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3325,0,29,United-States,<=50K
51,Private,195392,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,7688,0,47,United-States,<=50K
32,Self-emp-not-inc,1353928,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,53,United-States,<=50K
45,Self-emp-not-inc,636485,HS-grad,9,Divorced,Sales,Husband,White,Male,0,0,38,?,<=50K
27,Private,568269,Bachelors,13,Never-married,Machine-op-inspct,Husband,White,Female,0,0,52,United-States,<=50K
33,Private,452182,Some-college,10,Married-civ-spouse,?,Own-child,White,Male,0,0,43,United-States,>50K
23,Private,1099896,9th,5,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Self-emp-inc,229765,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,41,United-States,<=50K
34,Private,925624,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,32,United-States,<=50K
31,?,531545,Some-college,10,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,30,United-States,<=50K
27,Private,586273,Some-college,10,Never-married,Prof-specialty,Husband,White,Male,0,0,24,United-States,<=50K
19,?,333729,Preschool,1,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,33,United-States,<=50K
65,Private,1213947,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,61,United-States,<=50K
30,Self-emp-inc,687408,Assoc-acdm,12,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
42,Private,1392292,Bachelors,13,Divorced,Craft-repair,Husband,White,Female,0,0,28,United-States,<=50K
17,Private,1244207,7th-8th,4,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,32,United-States,<=50K
57,Self-emp-inc,1143840,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,<=50K
40,State-gov,682469,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,43,United-States,<=50K
31,Federal-gov,1423550,HS-grad,9,Divorced,Sales,Husband,White,Male,0,0,34,United-States,<=50K
31,Private,882819,HS-grad,9,Married-civ-spouse,?,Not-in-family,White,Male,0,0,38,United-States,<=50K
50,Private,661788,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32,United-States,<=50K
17,Private,529641,11th,7,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,0,0,35,United-States,<=50K
26,Private,1371731,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,39,Germany,<=50K
36,Private,390995,HS-grad,9,Married-civ-spouse,?,Not-in-family,White,Male,0,0,39,United-States,<=50K
36,Self-emp-not-inc,1315943,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,99999,0,60,United-States,>50K
73,Self-emp-not-inc,352951,7th-8th,4,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
33,Local-gov,1146669,Some-college,10,Widowed,Sales,Husband,White,Female,0,0,38,United-States,<=50K
51,Self-emp-not-inc,432577,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,15,United-States,<=50K
63,Self-emp-inc,1254943,Bachelors,13,Married-spouse-absent,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
47,Private,1255544,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,<=50K
28,Private,1098708,HS-grad,9,Never-married,?,Own-child,White,Male,7298,0,46,United-States,>50K
20,Private,1488228,Some-college,10,Divorced,Handlers-cleaners,Husband,White,Female,99999,0,41,United-States,>50K
48,Local-gov,774802,HS-grad,9,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,48,United-States,<=50K
61,Private,1260167,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,34,United-States,<=50K
45,Private,834447,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
55,Private,70577,HS-grad,9,Widowed,Sales,Own-child,White,Male,0,0,47,United-States,<=50K
74,Private,634100,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,31,United-States,<=50K
49,Private,61266,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,46,United-States,<=50K
22,Local-gov,1000803,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,0,0,46,United-States,<=50K
38,Private,239665,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,39,United-States,>50K
57,Private,495962,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
34,Local-gov,1308809,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
59,Private,1112873,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,23,United-States,<=50K
37,Local-gov,512694,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,50,United-States,>50K
42,Private,764106,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,33,United-States,>50K
33,Private,877017,11th,7,Never-married,Exec-managerial,Own-child,White,Male,0,0,48,United-States,<=50K
40,Private,538190,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,43,United-States,>50K
40,Private,1127985,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,2174,0,14,?,<=50K
17,Local-gov,231927,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,46,United-States,>50K
31,Private,647171,Some-college,10,Divorced,?,Unmarried,White,Male,0,0,38,Mexico,<=50K
20,Private,392967,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
32,Private,1022814,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
26,Self-emp-not-inc,964977,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States,>50K
52,Self-emp-inc,1213083,HS-grad,9,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,31,United-States,<=50K
52,?,562965,Bachelors,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,3325,0,51,?,>50K
45,Private,356152,Some-college,10,Married-civ-spouse,Other-service,Unmarried,Black,Male,0,0,25,United-States,<=50K
20,Private,62322,Bachelors,13,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,43,United-States,<=50K
36,Private,1292725,Some-college,10,Never-married,Other-service,Husband,White,Male,0,0,48,United-States,<=50K
19,Private,503320,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,47,United-States,>50K
35,?,1135086,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,42,United-States,>50K
47,Self-emp-not-inc,557773,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
51,Private,506702,Some-college,10,Married-civ-spouse,?,Husband,White,Female,0,0,35,United-States,>50K
44,Private,361405,Bachelors,13,Divorced,Prof-specialty,Husband,White,Male,99999,0,28,United-States,>50K
55,State-gov,1174867,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,33,United-States,>50K
41,Private,438750,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,>50K
34,Private,453610,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,29,United-States,<=50K
50,Private,1061227,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,1672,58,United-States,<=50K
50,Private,783252,Bachelors,13,Never-married,Prof-specialty,Husband,White,Female,0,0,23,United-States,<=50K
30,Private,1122698,HS-grad,9,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,51,United-States,<=50K
43,Private,166981,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,28,United-States,<=50K
33,Private,1438882,Some-college,10,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,30,United-States,<=50K
17,Private,365013,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Male,5060,0,30,United-States,<=50K
44,Private,188597,1st-4th,2,Never-married,Prof-specialty,Unmarried,White,Male,3325,0,29,United-States,<=50K
19,Private,175621,9th,5,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,49,?,<=50K
42,?,476535,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,46,United-States,<=50K
17,Self-emp-not-inc,642759,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,>50K
27,Private,127565,Bachelors,13,Never-married,?,Husband,White,Male,0,0,67,?,>50K
31,Private,938755,Some-college,10,Married-spouse-absent,Transport-moving,Wife,White,Male,0,0,40,United-States,<=50K
54,Local-gov,924982,10th,6,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,41,United-States,<=50K
30,Private,1168550,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,33,United-States,<=50K
22,Private,37369,Bachelors,13,Married-civ-spouse,Other-service,Not-in-family,Black,Male,0,0,32,United-States,<=50K
43,State-gov,156125,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
34,Private,318364,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,99999,0,49,United-States,>50K
49,Self-emp-not-inc,664537,11th,7,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,46,?,<=50K
23,Private,885839,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,53,United-States,<=50K
40,Private,313117,Bachelors,13,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,33,United-States,>50K
72,Private,546444,7th-8th,4,Married-civ-spouse,Farming-fishing,Own-child,Black,Male,0,0,46,United-States,<=50K
34,Private,776601,Bachelors,13,Never-married,Adm-clerical,Husband,White,Male,0,0,43,Mexico,<=50K
40,Private,822487,10th,6,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,44,India,<=50K
17,Private,795780,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,31,United-States,<=50K
26,Local-gov,965033,Assoc-acdm,12,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,30,United-States,<=50K
44,Private,1136588,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Male,2174,0,45,United-States,<=50K
33,Private,1260503,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,49,United-States,<=50K
46,Self-emp-inc,1448469,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,34,United-States,<=50K
43,Self-emp-inc,597205,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,?,>50K
19,Private,500998,7th-8th,4,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,0,0,52,United-States,<=50K
52,Private,427719,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,36,United-States,>50K
20,?,533575,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,26,?,<=50K
27,Private,814203,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,2042,27,United-States,<=50K
41,Federal-gov,911425,Prof-school,15,Never-married,Prof-specialty,Husband,White,Male,5060,0,33,United-States,<=50K
59,State-gov,116616,Some-college,10,Divorced,Other-service,Husband,White,Male,0,0,36,United-States,<=50K
23,Self-emp-inc,1498178,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
40,Private,75326,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,609258,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,37,United-States,<=50K
47,Private,685476,Doctorate,16,Divorced,Adm-clerical,Husband,White,Female,0,0,47,United-States,>50K
54,Private,526416,10th,6,Never-married,Tech-support,Own-child,White,Male,0,0,32,United-States,<=50K
32,?,337283,10th,6,Never-married,Prof-specialty,Husband,White,Female,0,0,53,United-States,<=50K
52,Private,801913,Bachelors,13,Married-civ-spouse,Other-service,Own-child,White,Male,2174,0,49,United-States,>50K
56,Private,23731,9th,5,Married-civ-spouse,Sales,Unmarried,Black,Female,0,0,49,United-States,<=50K
62,Private,1118401,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33,United-States,<=50K
45,?,1023223,Bachelors,13,Divorced,Other-service,Own-child,White,Male,0,1408,39,United-States,<=50K
40,Private,1159395,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,47,?,<=50K
31,Private,1226623,Bachelors,13,Married-civ-spouse,?,Not-in-family,White,Male,0,0,38,United-States,>50K
17,Private,1332749,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,33,United-States,<=50K
34,Private,232895,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,33,United-States,<=50K
39,Private,1254687,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,33,Canada,>50K
36,Private,851522,HS-grad,9,Widowed,Transport-moving,Husband,White,Male,0,0,28,?,<=50K
46,Private,196637,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,69,United-States,<=50K
17,Private,1476185,Bachelors,13,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,20,United-States,<=50K
35,Private,1220027,Some-college,10,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,7298,1672,30,United-States,<=50K
65,Private,412639,Bachelors,13,Never-married,?,Unmarried,White,Male,0,0,46,United-States,<=50K
51,Private,1337283,12th,8,Never-married,Sales,Unmarried,White,Male,99999,0,33,United-States,>50K
46,Self-emp-not-inc,1099721,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,36,United-States,<=50K
43,Private,677812,Some-college,10,Separated,Sales,Not-in-family,White,Female,0,0,44,United-States,<=50K
32,Private,254046,Some-college,10,Never-married,Exec-managerial,Husband,White,Female,0,0,50,?,<=50K
17,Private,1100147,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,7688,0,37,United-States,>50K
44,Private,1399022,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,<=50K
17,Private,299573,Assoc-voc,11,Never-married,?,Husband,White,Female,0,0,23,United-States,<=50K
33,Private,13644,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,34,United-States,<=50K
37,Local-gov,354267,Bachelors,13,Never-married,Tech-support,Unmarried,White,Male,0,0,45,United-States,<=50K
31,Private,451263,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,>50K
68,Private,576800,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
63,Private,1464955,9th,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,29,United-States,>50K
52,Private,1445651,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,>50K
25,Private,1010316,Masters,14,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,41,United-States,>50K
64,Self-emp-inc,336257,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,33,United-States,>50K
46,Local-gov,328014,Masters,14,Separated,Other-service,Own-child,White,Female,0,0,28,United-States,<=50K
24,Private,134378,7th-8th,4,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
38,Private,1189760,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
51,Private,341382,Assoc-acdm,12,Never-married,Machine-op-inspct,Husband,Other,Male,0,0,37,United-States,<=50K
29,Private,1348453,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,52,United-States,>50K
39,Private,905735,10th,6,Married-civ-spouse,Handlers-cleaners,Unmarried,Other,Male,0,0,39,United-States,<=50K
42,Private,737572,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,46,United-States,<=50K
22,Private,1394844,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,43,United-States,<=50K
34,State-gov,245007,Some-college,10,Never-married,Exec-managerial,Husband,White,Male,0,0,36,United-States,<=50K
23,Private,702551,HS-grad,9,Widowed,Protective-serv,Not-in-family,Black,Male,0,0,48,United-States,<=50K
50,Private,397527,7th-8th,4,Never-married,Transport-moving,Own-child,Black,Female,0,0,28,United-States,<=50K
25,Self-emp-not-inc,282314,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,34,United-States,<=50K
42,Private,1415410,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,36,?,>50K
18,Private,913031,Assoc-acdm,12,Never-married,Other-service,Husband,White,Male,0,0,44,United-States,<=50K
22,Private,252559,Masters,14,Married-civ-spouse,Adm-clerical,Unmarried,Black,Male,0,0,46,United-States,<=50K
21,State-gov,172630,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
33,Private,476805,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,>50K
40,Private,1252624,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,41,United-States,>50K
43,Private,229414,Some-college,10,Widowed,Exec-managerial,Wife,White,Male,0,0,25,United-States,<=50K
17,Private,1115938,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
35,Private,170035,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,United-States,>50K
27,Private,513800,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,28,?,<=50K
45,Private,789251,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,28,United-States,<=50K
34,Private,204853,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,<=50K
36,Local-gov,602906,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,43,United-States,<=50K
27,Private,411222,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,32,United-States,<=50K
62,Local-gov,81652,7th-8th,4,Married-civ-spouse,Sales,Own-child,White,Male,0,0,39,United-States,<=50K
20,Private,14457,Assoc-voc,11,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,29,United-States,<=50K
32,Private,228904,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,0,0,37,?,<=50K
39,Self-emp-not-inc,1126013,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,<=50K
34,Local-gov,68998,10th,6,Divorced,Exec-managerial,Husband,White,Female,0,0,61,United-States,<=50K
27,Private,764842,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,38,United-States,<=50K
17,State-gov,49565,Doctorate,16,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,44,United-States,>50K
28,Private,333695,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,44,United-States,<=50K
24,Private,278385,Bachelors,13,Never-married,Other-service,Husband,White,Male,0,0,23,United-States,<=50K
61,?,518333,HS-grad,9,Married-civ-spouse,?,Husband,White,Female,0,0,29,United-States,<=50K
69,Private,1118806,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,17,United-States,<=50K
37,Federal-gov,639145,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,44,?,<=50K
18,Private,34962,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,59,United-States,<=50K
48,Self-emp-inc,228137,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,51,United-States,>50K
24,Private,465757,HS-grad,9,Divorced,Other-service,Husband,White,Male,0,1887,40,United-States,>50K
30,Private,427001,Bachelors,13,Divorced,Protective-serv,Husband,White,Female,0,0,39,United-States,<=50K
29,Private,852839,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Black,Male,0,0,36,United-States,<=50K
30,Private,534754,11th,7,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,51,China,<=50K
33,Private,1118887,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,42,United-States,<=50K
19,Private,388430,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,>50K
28,Private,1021025,Some-college,10,Divorced,Prof-specialty,Husband,White,Female,0,0,29,United-States,<=50K
52,Private,162762,Some-college,10,Separated,Other-service,Not-in-family,White,Male,0,0,46,United-States,<=50K
37,Private,1482787,Bachelors,13,Widowed,Sales,Husband,White,Male,0,0,39,United-States,>50K
39,Self-emp-not-inc,1480205,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,44,United-States,<=50K
17,Self-emp-not-inc,422857,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,50,Mexico,<=50K
51,Self-emp-not-inc,361230,HS-grad,9,Widowed,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K
28,Private,13206,Some-college,10,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,37,United-States,<=50K
53,Local-gov,1464289,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,36,United-States,>50K
40,Private,69832,Some-college,10,Divorced,Craft-repair,Husband,White,Female,5060,0,35,?,>50K
30,Private,16125,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,29,United-States,<=50K
17,Private,158010,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,33,United-States,<=50K
68,Private,451560,Assoc-voc,11,Never-married,Sales,Husband,White,Female,0,0,29,United-States,>50K
49,Private,1463178,Bachelors,13,Never-married,Sales,Husband,White,Female,0,0,48,United-States,>50K
50,Private,260719,9th,5,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,44,United-States,<=50K
63,?,860661,Assoc-acdm,12,Never-married,Protective-serv,Wife,White,Male,0,0,43,United-States,<=50K
41,Private,980208,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,21,United-States,>50K
56,Private,1201661,9th,5,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,59,United-States,<=50K
31,?,1052984,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,36,United-States,<=50K
48,Private,1477812,Assoc-voc,11,Never-married,Machine-op-inspct,Husband,White,Male,0,0,57,?,<=50K
29,Private,996919,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,5060,0,47,United-States,<=50K
30,Local-gov,1268426,Bachelors,13,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,38,United-States,>50K
39,Local-gov,488599,HS-grad,9,Divorced,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
20,Private,619124,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,1887,46,United-States,<=50K
42,Private,1109179,HS-grad,9,Never-married,Sales,Husband,Amer-Indian-Eskimo,Female,0,0,38,United-States,<=50K
33,Private,1315435,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,<=50K
17,Private,20558,Assoc-voc,11,Never-married,?,Not-in-family,Black,Female,0,0,50,United-States,<=50K
31,Private,657987,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,>50K
33,Private,1206025,Assoc-voc,11,Divorced,Other-service,Husband,Black,Male,0,0,36,United-States,<=50K
49,Private,182470,HS-grad,9,Divorced,Exec-managerial,Husband,White,Female,0,0,34,United-States,<=50K
41,Federal-gov,537629,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,32,United-States,<=50K
58,Private,828071,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,33,United-States,<=50K
45,Private,136216,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,58,United-States,<=50K
30,Private,1374716,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K
37,Local-gov,559847,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,42,United-States,<=50K
33,Private,1179608,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,>50K
44,Private,648599,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,34,United-States,<=50K
38,Private,610665,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Female,0,0,36,United-States,<=50K
29,Private,1449419,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,58,India,>50K
38,Private,1284186,Some-college,10,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,43,United-States,<=50K
44,Self-emp-not-inc,780080,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,>50K
23,Private,703239,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,42,United-States,<=50K
42,Self-emp-not-inc,1174060,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,31,United-States,<=50K
17,?,1030962,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,41,United-States,<=50K
53,Private,1469167,Some-college,10,Divorced,Craft-repair,Husband,White,Male,0,0,29,?,<=50K
45,Private,508371,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,5060,0,52,United-States,<=50K
60,Private,180544,HS-grad,9,Separated,Adm-clerical,Wife,White,Female,0,0,33,United-States,<=50K
22,Self-emp-inc,302539,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Female,0,0,34,United-States,<=50K
53,Private,797677,HS-grad,9,Never-married,Other-service,Husband,White,Male,7688,0,48,United-States,<=50K
51,Private,479130,Some-college,10,Never-married,Adm-clerical,Husband,White,Male,0,0,33,United-States,<=50K
35,Private,1216454,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,7688,0,38,Canada,<=50K
32,Local-gov,1314368,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,14,United-States,>50K
22,Private,290888,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,0,37,United-States,>50K
